YEAR ,Cross location (ICIS LOCID),CROSS   NO,,FEMALE PARENT,, MALE PARENT ,,REMARKS
,,PR36967,,IR73888-1-2-7,,PR32369-4-5-3-2,,
,,PR36968,,PR31090-33-2-1,,IR67964-46-1-3-2,,
,,PR36969,,PR31090-33-2-1,,PR31561-AR32-19-3-3,,
,,PR36970,,PR31561-AR32-19-3-3,,PR31090-33-2-1,,
,,PR36971,,PR31561-AR32-19-3-3,,PR32220-16-1-B-1-2,,
,,PR36972,,PR31070-4-1-1-2,,PR31562-AR32-82-1-1-3,,
,,PR36973,,PR31070-4-1-1-2,,PR31560-AR32-2-84-2,,
,,PR36974,,PR32113-8-1-2,,IR67299-44-3-2-2/IR73885-1-4-3-2-1-4,,
,,PR36975,,PR32113-8-1-2,,IR67299-44-3-2-2//PR32341-4-4-2-3/IR73885,,
,,PR36976,,PR32113-8-1-2,,PR32341-4-4-2-3/IR73885//PR31349-76-3,,
,,PR36977,,PR32113-8-1-2,,IR72967-12-2-3/AR3219-19-3-3,,
,,PR36978,,DL 315-PR 1,,PR32341-4-4-2-3/IR73885-1-4-3-2-1-4//PR31349-76-3,,
,,PR36979,,PSB Rc18,,NSIC Rc128,,
,,PR36980,,NSIC Rc122,,MS14,,
,,PR36981,,NSIC Rc122,,IR72967-170-1-2-3-2,,
,,PR36982,,PSB Rc18,,IR67518-B-11-2-B,,
,,PR36983,,PSB Rc18,,PSB Rc70,,
,,PR36984,,IR73931-40-1-2-3-2,,MS 1,,
,,PR36985,,NIPPONBARE-25kR-101-7-1,,PR31563-AR32-19-3-3,,
,,PR36986,,NIPPONBARE-25kR-190-5-3,,PR31563-AR32-19-3-3,,
,,PR36987,,NIPPONBARE-25kR-108-5-4,,PR31563-AR32-19-3-3,,
,,PR36988,,NIPPONBARE-25kR-191-2-2,,PR31563-AR32-19-3-3,,
DWSR O5 DS,,PR36989,,NIPPONBARE-25kR-106-1-2,,PR31563-AR32-19-3-3,,
BASIC SEED,,PR36990,,NIPPONBARE-25kR-86-4-2,,PR31563-AR32-19-3-3,,
,,PR36991,,NIPPONBARE-25kR-106-1-1,,PR31563-AR32-19-3-3,,
,,PR36992,,NIPPONBARE-25kR-106-4-1,,PR31563-AR32-19-3-3,,
,,PR36993,,NIPPONBARE-25kR-88-1-1,,PR31563-AR32-19-3-3,,
,,PR36994,,NIPPONBARE-25kR-86-5-6,,PR31563-AR32-19-3-3,,
,,PR36995,,NIPPONBARE-25kR-90-4-3,,PR31563-AR32-19-3-4,,
MUT/WH 05DS,,PR36996,,NIPPONBARE-25kR-86-4-4,,PR31563-AR32-19-3-4,,
,,PR36997,,NIPPONBARE-25kR-88-1-1,,PR31563-AR32-19-3-4,,
,,PR36998,,NIPPONBARE-25kR-86-4-5,,PR31563-AR32-19-3-4,,
,,PR36999,,NIPPONBARE-25kR-86--4-3,,PR31563-AR32-19-3-4,,
,,PR37000,,NIPPONBARE-25kR-105-6-1,,PR31563-AR32-4-5-2,,
,,PR37001,,NIPPONBARE-25kR-108-5-1,,PR31563-AR32-4-5-2,,
,,PR37002,,NIPPONBARE-25kR-86-5-2,,PR31563-AR32-4-5-2,,
,,PR37003,,NIPPONBARE-25kR-86-5-3,,PR31563-AR32-4-5-2,,
,,PR37004,,NIPPONBARE-25kR-90-4-1,,PR31563-AR32-4-5-2,,
,,PR37005,,NIPPONBARE-25kR-86-4-1,,PR31563-AR32-4-5-2,,
,,PR37006,,NIPPONBARE-25kR-86-5-5,,PR31563-AR32-4-5-2,,
,,PR37007,,PR32036WH-2-53,,PR31563-AR32-19-3-3,,
,,PR37008,,PR32036WH-2-53,,PR31563-AR32-19-3-4,,
,,PR37009,,C7540WH-5-2-3,,PR31563-AR32-19-3-3,,
,,PR37010,,C6896WH-P2-6-3-2,,PR31563-AR32-19-3-3,,
,,PR37011,,PR32032WH-1-46-1,,PR31563-AR32-19-3-3,,
,,PR37012,,PJ7,,MATATAG,,
,,PR37013,,PJ7,,PSB Rc82,,
,,PR37014,,PSB RC 68,,PSB Rc82,,
,,PR37015,,NSIC Rc106,,IR65907-116-1-B,,
,,PR37016,,Matatag 6,,PR31599-AR32-4-5-2,,
,,PR37017,,IR72158-11-5-2-3,,PR31599-AR32-4-5-2,,
,,PR37018,,IR72158-11-5-2-3,,PJ 21,,
,,PR37019,,PR33217-2,,AR32-19-3-3,,
,,PR37020,,PR33217-3,,AR32-19-3-3,,
,,PR37021,,PR33217-1,,AR32-19-3-3,,
,,PR37022,,C6634WH-1-1-1-1-1-1-3,,AR32-4-5-2,,
,,PR37023,,Minaanan,,PSB Rc18,,
,,PR37024,,Minaanan,,C7313WH-19-3-3-1,,
,,PR37025,,ACC CLS 32,,NSIC Rc106,,
,,PR37026,,C5813-B-1-1-1,,PJ15 ,,
,,PR37027,,C5813-B-1-1-1,,PR29740-B-26-1-2-1-1-1-1,,
,,PR37028,,Dinorado-2 (Pureline selection),,Chubo 74 ,,
,,PR37029,,Dinorado-2 (Pureline selection),,Matatag 6,,
,,PR37030,,PANDAN,,AR32-19-3-4,,
,,PR37031,,PANDAN,,PR31599-AR32-4-5-2,,
,,PR37032,,C6632WH-2-3-1-1-1,,PR31599-AR32-4-5-2,,
,,PR37033,,IR65907-116-1-B,,IR75082-99-10-9-12-B,,
,,PR37034,,IR65907-116-1-B,,IR69800-5-2-3,,
,,PR37035,,IR65907-116-1-B,,Pindinga,,
,,PR37036,,IR65907-116-1-B,,Yunlen 2,,
,,PR37037,,IR68144,,PR29163-R2-2-1,,
,,PR37038,,Black Rice,,IR72862-27-3-2-3,,
,,PR37039,,Black Rice,,PR28478-B-2-1-1 G,,
,,PR37040,,Black Rice,,IR841-85 A,,
,,PR37041,,PR29163-R2-2-1,,PR26881-PJ16(JAP),,
,,PR37042,,PR29163-R2-2-1,,IR68144,,
,,PR37043,,ANGELICA,,BURDAGOL A,,
,,PR37044,,ANGELICA,,JASMINE,,
,,PR37045,,IR76927-64-3-2-3,,BLACK RICE,,
,,PR37046,,IR76927-64-3-2-3,,PR28478-B-2-1 G,,
,,PR37047,,IR72862-27-3-2-3,,PR25218-9-3-3-4 G,,
,,PR37048,,IR72870-19-2-2-3,,MINERVA,,
,,PR37049,,IR72870-19-2-2-3,,JASMINE,,
,,PR37050,,PR27938-B-5-1-3,,IR67406 A,,
,,PR37051,,IMS 2,,PULAN HUMOT,,
,,PR37052,,PR31561-AR32-19-3-3/PR32220-16-1-B-1-2,,PR 31349-51-4,,
,,PR37053,,PR31561-AR32-19-3-3/PR32220-16-1-B-1-2,,PR32443-1-3-3-1,,
,,PR37054,,PR31561-AR32-19-3-3/PR32750-2-9-2,,PR 31349-51-4,,
,,PR37055,,PR31561-AR32-19-3-3/PR32750-2-9-2,,PSB RC 62,,
,,PR37056,,PR31561-AR32-19-3-3/PR32750-2-9-2,,PR32443-1-3-3-1,,
,,PR37057,,PR 31070-4-1-1-2/PR31562-AR32-82-1-1-3,,PR 31349-51-4,,
,,PR37058,,PR 31070-4-1-1-2/PR31562-AR32-82-1-1-3,,PR32443-1-3-3-1,,
,,PR37059,,PR 31070-4-1-1-2/PR31560-AR32-2-84-2,,PR32369-4-5-3-2,,
,,PR37060,,PR 31070-4-1-1-2/PR31560-AR32-2-84-2,,PR 31349-51-4,,
,,PR37061,,PR 31070-4-1-1-2/PR31560-AR32-2-84-2,,PR32443-1-3-3-1,,
,,PR37062,,PR32113-8-1-2//IR72967-12-2-3/PR31561-AR32-19-3-3,,spsi 45- 04 WS,,
,,PR37063,,PR32113-8-1-2//IR72967-12-2-3/PR31561-AR32-19-3-3,,PR 31349-51-4,,
,,PR37064,,PR32113-8-1-2//IR72967-12-2-3/PR31561-AR32-19-3-3,,PR32443-1-3-3-1,,
,,PR37065,,PR31952-3-B-B,,PR31940-1-B-B-2,,
,,PR37066,,PR31952-3-B-B,,IR73018-21-2-B-2-B,,
,,PR37067,,PR31952-3-B-B,,IR67520-B-5-2-B,,
,,PR37068,,PR31952-3-B-B,,PR32369-4-5-3-2,,
,,PR37069,,PR31952-3-B-B,,PSB RC 62,,
,,PR37070,,PR31952-12-B-B,,PR31940-1-B-B-2,,
,,PR37071,,PR31952-12-B-B,,PR32369-4-5-3-2,,
,,PR37072,,PR31952-12-B-B,,PR 31349-51-4,,
,,PR37073,,PR31952-12-B-B,,PSB RC 62,,
,,PR37074,,PR31952-12-B-B,,PR32443-1-3-3-1,,
,,PR37075,,IR69800-5-2-3,,PR31561-AR32-19-3-3,,
,,PR37076,,IR67964-46-1-3-2,,PR 31349-51-4,,
,,PR37077,,IR67964-46-1-3-2,,PR 31349-51-4,,
,,PR37078,,IR67964-46-1-3-2,,PSB RC 62,,
,,PR37079,,IR67964-46-1-3-2,,PSB RC 62,,
,,PR37080,,PR32443-1-3-3-1,,IR73888-1-2-7,,
,,PR37081,,PR32443-1-3-3-1,,DL 315-PR1,,
,,PR37082,,PR32443-1-3-3-1,,PR31561-AR32-19-3-3,,
,,PR37083,,NPT 04WS,,IR73885-1-4-3-2-1-4,,
,,PR37084,,NPT 04WS,,IR73888-1-2-7,,
,,PR37085,,NPT 04WS,,ASD-1,,
,,PR37086,,PR32443-1-3-3-1,,PR28351-PJ24-2B-2-3-3-2,,
,,PR37087,,PSB Rc68,,PJ 21,,
,,PR37088,,PSB Rc68,,AR32-4-5-2,,
,,PR37089,,MATATAG 2,,PR31599-AR32-4-5-2,,
,,PR37090,,IR72158-11-5-2-3,,[PSB Rc82,,
,,PR37091,,IR65907-116-1-B,,98 TB14-23,,
,,PR37092,,PR33212,,AR32-19-3-3,,
,,PR37093,,DINORADO - 2 (Panicle Selection),,PSB Rc18,,
,,PR37094,,C6632 WH-2-3-1-1-1,,PSB Rc18,,
,,PR37121,,NSIC Rc122,,MS 6,,
,,PR37122,,STA MARIA,,IR31406-333-1,,
,,PR37123,,JASMINE,,PSB Rc128,,
06DS HPS,,PR37124,,MS 1,,PSB Rc82,,
,,PR37125,,PSB Rc18,,M 45,,
,,PR37126,,MS 6,,IRBB2,,
,,PR37127,,MS 8,,IRBB2,,
,,PR37128,,PR35741B,,IR60625B,,
,,PR37129,,BOB,,913 B,,
F2,,PR37130,,PR35741B,,IR58025B,,
06DS HPS,,PR37131,,PR24067B,,IR58025B,,
VIR,,PR37132,,PR24068B,,IR58025B,,
,,PR37133,,PR24068B,,IR58025B,,
,,PR37134,,PR35741B,,IR70371B,,
,,PR37135,,PR35741B,,IR68902B,,
,,PR37136,,PSB Rc82/IR73435-8-2-2-1,,PSB Rc14/BURDAGOL,,
,,PR37137,,MATATAG 9/BURDAGOL (A),,PSB Rc34/IRBB21,,
,,PR37138,,ADDAY/PSB Rc10,,AR32-19-3-3,,
06DS BXB ,,PR37139,,ANGELICA/PULANG HUMOT,,AR32-19-3-3,,
CROSSES,,PR37140,,PR26685-3-1-3-1/PULANG HUMOT,,PSB Rc82,,
,,PR37141,,IR75082-99-10-9-1-B/IR65907-116-1-B,,M9/BURDAGOL,,
,,PR37142,,IR75082-99-10-9-1-B/IR65907-116-1-B,,AR32-19-3-3,,
,,PR37143,,MINAANAN/V-14,,AR32-19-3-3,,
,,PR37144,,AR32-19-3-3//PJ21/WAB337-B-B-13-3,,PR31350-6-3-1/IR65907-116-1-B,,
,,PR37145,,PJ7//PSB Rc4/OKLAN,,AR32-19-3-3,,
,,PR37146,,POTPOTOY//AR32-4-5-2/BURDAGOL,,BPI Ri 10,,
06 DS PNR,,PR37147,,PSB Rc18*2/IR65907-116-1-B,,AR32-4-5-2,,
F1 IL-05WS,,PR37148,,HJ XIAN/M9//AR32-4-5-2/MS3,,IR65907-116-1-B/IR64,,
,,PR37149,,PANDAN/FUKUHIBIKI,,VND95-19/AR32-19-3-4//M9/MAGNOLIA,,
,,PR37150,,AR32-4-5-2,,ANGELICA/JASMINE,,
,,PR37151,,AR32-4-5-2,,PSB Rc82/C7006-BR-B-5-17-2-17-2,,
,,PR37152,,AR32-4-5-2,,PR34056-B-3-1-1/BURDAGOL,,
,,PR37153,,AR32-4-5-2,,PR34056-B-3-1-1/BURDAGOL,,
,,PR37154,,AR32-4-5-2,,IR75082-99-10-9-1-B/IR65907-116-1-B,,
,,PR37155,,AR32-4-5-2,,M9/BURDAGOL A,,
,,PR37156,,AR32-19-3-4,,C7006-BR-B-5-13-2/PR34056-B-3-1-1,,
,,PR37157,,MINAANAN,,V-47,,
,,PR37158,,MINAANAN,,V-47,,
,,PR37159,,POTPOTOY,,IR42853-8-2-1-B-2-3,,
,,PR37160,,PJ 7,,PSB Rc4/OKLAN,,
,,PR37161,,POTPOTOY,,AR32-4-5-2/BURDAGOL,,
,,PR37162,,MAKABSOG 1,,HJ XIAN/MATATAG 9,,
,,PR37163,,KANTO PL II,,PSB Rc4/OKLAN,,
,,PR37164,,KANTO PL II,,PSB Rc18/SABA,,
,,PR37165,,KANTO PL II,,BPI Rc10/PINIDUA,,
,,PR37166,,AR32-18-43-1-3-2-B-B-MB-1(I SH-59),,Matatag 6,,
,,PR37167,,AR32-18-43-1-3-1-B-B-MB-1(I SH-57),,IR73888-1-2-7,,
05 WS HPS,,PR37168,,AR32-18-43-1-3-2-B-B-MB-2(I SH-60) ,,Matatag 6,,
06 WS PNIL,,PR37169,,AR32-18-43-1-3-1-B-B-MB-1(I SH-57) ,,Matatag 3,,
,,PR37170,,AR32-2-66-4-3-2-B-B-MB-1(I SH-10),,Matatag3,,
,,PR37171,,AR32-19-3-4,,Matatag 6,,
,,PR37172,,PSB Rc18,,IR75082-99-10-13-3,,
,,PR37173,,CB-9,,GYT42,,
,,PR37174,,AR32-19-3-3,,CB-10 F1,,
,,PR37175,,AR32-19-3-4,,CB-13,,
,,PR37176,,JASMIN,,AR32-2-84-2 F1,,
05 WS BLB,,PR37177,,PSB Rc18, ,IR75082-99-10-9-13-3 F1,,
,,PR37178,,AR32-19-3-3,,Matatag 3,,
,,PR37179,,AR32-19-3-3,,IR73888-1-2-7,,
,,PR37180,,AR32-4-30-1-1-2-B-B-MB-2 ,,Matatag 3,,
,,PR37181,,PSB Rc28,,AR32-19-3-4,,
,,PR37182,,AR32-19-3-4,,IR75862-206-3-8-3B,,
,,PR37183,,AR32-19-3-4 ,,IR75083-53-3-26-2-1,,
,,PR37184,,AR32-19-3-3,,IR75083-53-26-3B,,
,,PR37185,,AR32-2-66-4-3-2-B-B-MB-1,,Matatag 9,,
,,PR37186,,AR32-4-30-3-8-3-B-B-MB-1 ,,Matatag 9,,
,,PR37187,,PSB Rc28,,PSB Rc18,,
,,PR37188,,PSB Rc18,,IR5083-53-3-26-2-1,,
,,PR37189,,AR32-4-30-1-1-2-B-B-MB-2 ,,IR73888-1-2-7,,
,,PR37190,,AR32-2-66-4-3-2-B-B-MB-1 ,,Matatag 3,,
,,PR37191,,AR32-18-54-3-1-1-B-B-MB-1,,Matatag 6,,
,,PR37192,,AR32-19-3-4,,IR75083-53-3-26-2-1,,
,,PR37193,,AR32-2-66-4-3-1-B-B-MB-2,,Matatag 9,,
,,PR37194,,AR32-6-62-5-8-1-B-B-MB ,,AR32-2-66-4-3-2-B-B-MB,,
,,PR37195,,AR32-4-30-3-6-2-B-B-MB ,,AR32-2-66-1-3-3-B-B-MB,,
,,PR37196,,AR32-4-30-3-8-3-B-B-MB ,,AR32-2-66-5-1-2-B-B-MB,,
,,PR37197,,AR32-19-4-5-2-1-B-B-MB ,,AR32-13-50-2-1-2-1-B-MB,,
,,PR37198,,AR32-19-7-1-1-2-B-B-MB ,,AR32-15-28-3-3-2-B-B-MB,,
,,PR37199,,AR32-4-30-3-8-3-B-B-MB,,AR32-2-66-1-1-1-B-B-MB,,
,,PR37200,,AR32-18-54-2-1-2-B-B-MB,,AR32-15-28-3-3-2-B-B-MB,,
,,PR37201,,PSB Rc98,,IRBB 21,,
,,PR37202,,PSB Rc100,,IRBB 21,,
,,PR37203,,AR32-18-43-1-3-1-B-B-MB ,,AR32-13-50-5-2-2-3--B-MB,,
,,PR37204,,AR32-13-50-5-2-2-3-B-MB,,AR32-7-129-1-2-3-B-B-MB,,
,,PR37205,,AR32-19-3-3,,IR73888-1-2-7,,
,,PR37206,,AR32-18-43-1-3-1-B-B-MB-1,,IR73888-1-2-7,,
,,PR37207,,MS 8 ,,IRBB 5-21,,
,,PR37208,,AR32-4-30-1-1-2-B-B-MB-2 ,,Matatag 3,,
,,PR37209,,AR32-2-66-4-3-2-B-B-MB-1,,Matatag 3,,
,,PR37210,,AR32-2-66-4-3-2-B-B-MB-1 ,,Matatag 9,,
,,PR37211,,PSB Rc28 ,,PSB Rc18,,
,,PR37212,,AR32-4-5-2 ,,Matatag 9,,
,,PR37213,,AR32-19-3-3,,Matatag 9,,
,,PR37214,,AR32-19-3-3,,IR75082-99-10-9-1B,,
,,PR37216,,AR32-18-54-2-1-2-B-B-MB-2 ,,Matatag 3,,
,,PR37217,,AR32-19-3-4,,IR73888-1-2-7,,
,,PR37218,,AR32-18-43-1-3-1-B-B-MB-2(I SH-58) ,,Matatag 6,,
,,PR37219,,AR32-18-54-2-1-2-B-B-MB-2/(I SH-64),,Matatag3,,
,,PR37220,,AR32-19-3-4,,IR73888-1-2-7,,
,,PR37221,,AR32-18-54-3-1-1-B-B-MB1(ISH-65),,Matatg 3,,
,,PR37222,,AR32-19-3-3,,MATATAG  9,,
,,PR37223,,AR32-18-43-1-3-1-B-B-MB-2 ,,Matatag 3,,
,,PR37224,,AR32-18-43-1-3-1-B-B-MB-1,,Matatag 3,,
,,PR37225,,AR32-18-43-1-3-1-B-B-MB-2 ,,IR73888-1-2-7,,
,,PR37226,,AR32-4-24-1-3-1-B-B-MB-1,,Matatag 3,,
,,PR37227,,AR32-4-30-1-1-2-B-B-MB-2,,Matatag 3,,
,,PR37228,,IR60819-34-2R ,,IRBB5-21,,
,,PR37229,,PSB Rc4 ,,IRBB 4,,
,,PR37230,,PSB Rc10 ,,AR32-19-3-4,,
,,PR37231,,PSB Rc22,,IR24,,
,,PR37232,,PSB Rc34,,IR24,,
,,PR37233,,PSB Rc72H,,AR32-19-3-4,,
,,PR37234,,PJ 18 ,,IR59183,,
,,PR37235,,PJ 18 ,,IRBB 21,,
,,PR37236,,PJ 18 ,,AR32-19-3-3,,
,,PR37237,,PJ 18 ,,AR32-19-3-4,,
,,PR37238,,NSIC Rc112,,IRBB5-21,,
,,PR37239,,NSIC Rc112,,AR32-19-3-4,,
,,PR37240,,MS 6,,AR32-19-3-2,,
,,PR37241,,MS 6,,AR32-19-3-4,,
,,PR37242,,MS8 ,,IRBB21,,
,,PR37246,,IR60819R,,AR32-19-3-3,,
,,PR37247,,IR62161R ,,AR32-4-33-1,,
,,PR37248,,IR60819R ,,AR32-4-33-1,,
,,PR37249,,IR60819R,,AR32-4-58-2,,
,,PR37250,,RIL 204,,IR24,,
,,PR37251,,RIL 170,,AR32-4-33-1,,
,,PR37252,,RIL 467 ,,AR32-4-58-2,,
,,PR37254,,AR32-19-3-4-1,,Matatag 5,,
,,PR37255,,AR32-2-66-1-1-3-B-B-MB-1,,AR32-13-50-5-3-2-2-B-MB-2,,
,,PR37256,,AR32-2-66-1-3-3-B-B-MB-1 ,,AR32-7-84-4-10-2-B-B-MB-1,,
,,PR37257,,AR32-2-66-4-3-1-B-B-MB-1 ,,AR32-8-82-1-1-1-B-B-MB-2,,
,,PR37258,,AR32-2-66-4-3-1-B-B-MB-1 ,,AR32-4-30-3-8-3-B-B-MB-2,,
,,PR37259,,AR32-2-66-4-3-2-B-B-MB-2 ,,AR32-11-83-5-3-3-5-B-MB-2,,
,,PR37260,,AR32-2-66-4-3-2-B-B-MB-2,,AR32-13-78-2-2-1-2-B-MB-1,,
,,PR37261,,AR32-7-110-1-1-1-B-B-MB-3 ,,AR32-13-50-2-1-2-3-B-MB-1,,
,,PR37262,,AR32-2-84-2-3-3-B-B-MB-3,,AR32-11-83-5-3-1-2-B-MB-1,,
,,PR37263,,AR32-2-84-2-3-3-B-B-MB-3 ,,AR32-11-83-5-3-1-2-B-MB-1,,
,,PR37264,,AR32-11-76-9-2-1-B-B-MB-1,,AR32-2-66-4-3-1-B-B-MB-1,,
,,PR37265,,AR32-13-50-5-2-2-3-B-MB-1 ,,AR32-4-30-2-5-1-B-B-MB-1,,
,,PR37266,,AR32-11-55-5-9-3-B-B-MB-1,,AR32-13-50-5-3-2-2-B-MB-2,,
,,PR37267,,AR32-13-78-2-2-1-2-B-MB-3,,AR32-4-30-3-8-3-B-B-MB-1,,
,,PR37268,,AR32-18-50-1-1-3-B-B-MB-1,,AR32-2-66-4-3-2-B-B-MB-1,,
,,PR37269,,PSB Rc 68,,AR32-2-84-2,,
,,PR37270,,PSB Rc 110,,AR32-2-84-2,,
,,PR37271,,PSB Rc 110,,AR32-7-129-1-6-1,,
,,PR37272,,PSB Rc 96,,AR32-11-63-3,,
,,PR37273,,PSB Rc 96,,AR32-19-3-3,,
,,PR37274,,NSIC Rc 106,,AR32-11-63-3,,
,,PR37275,,M45,,AR32-11-63-3,,
,,PR37276,,AR32-19-3-4,,AR32-2-84-2,,
,,PR37277,,AR32-19-3-4,,AR32-7-129-1-6-1,,
,,PR37278,,MATATAG 4,,AR32-19-3-3,,
,,PR37279,,MATATAG 4,,AR32-11-63-3,,
,,PR37280,,AR32-19-3-3,,NSIC Rc 110,,
,,PR37281,,AR32-19-3-3,,PSB Rc 94,,
,,PR37282,,AR32-11-63-3,,NSIC Rc 106,,
,,PR37283,,AR32-19-3-4,,M45,,
,,PR37284,,AR32-19-3-4,,AR32-19-3-3,,
,,PR37285,,M6,,AR32-19-3-3,,
,,PR37286,,MS8 ,,AR32-2-84-2,,
,,PR37287,,MS8 ,,IRBB 21,,
,,PR37288,,MS8 ,,AR32-11-76-1-2-2,,
,,PR37289,,MS8 ,,AR32-19-3-4,,
,,PR37290,,AR32-11-63-3,,MS8,,
,,PR37291,,IRBB 21,,IR64,,
,,PR37292,,IRBB 21,,PSB Rc28,,
,,PR37293,,IR64,,IRBB 21,,
,,PR37294,,IR64,,PSB Rc82,,
,,PR37295,,PSB Rc 82,,IRBB 21,,
,,PR37296,,JASMIN,,AR32-19-3-3,,
,,PR37297,,AR32-11-63-3,,JASMIN,,
,,PR37298,,AR32-2-84-2,,AR32-19-3-3,,
,,PR37299,,AR11-63-3-3,,JASMIN,,
,,PR37300,,PR37170,,IR75082-7-4-1-2,,
,,PR37301,,PSB Rc 28,,PSB Rc82,,
,,PR37302,,PSB Rc 18,,IR75082-7-4-1-2,,
,,PR37303,,PSB Rc 18,,IR75082-99-10-9-1-1,,
,,PR37304,,IR64,,IR75082-99-10-9-1-1,,
,,PR37305,,AR32-19-3-3,,IR75082-99-10-9-1-1,,
,,PR37306,,PR37170,,IR75082-99-10-9-12-B,,
,,PR37307,,PR37170,,IR75082-99-10-9-1-1,,
,,PR37308,,AR32-19-3-4,,IR75082-7-4-1-2,,
,,PR37309,,AR32-19-3-3,,IR75082-23-B1,,
,,PR37310,,AR32-19-3-4,,IR75082-23-B1,,
,,PR37311,,PSB Rc 18,,YUNLEN 15,,
,,PR37312,,MATATAG 1,,IRBB 21,,
,,PR37313,,PJ 7,,PJ 21,,
,,PR37314,,AR32-19-3-3,,ANGELICA /V-47//AR32-19-3-3,,
,,PR37315,,PR35798-B-CB,,MATATAG 4,,
,,PR37316,,PR35799-B,,NSIC Rc106/AR32-19-3-3,,
,,PR37317,,PR35799-B,,IR64,,
,,PR37318,,PR35800-B,,MATATAG 2,,
,,PR37319,,PR35800-B,,PSB Rc82,,
,,PR37320,,WAB176-8-HB / AR32-4-5-2,,PR34056-B-3-1-1,,
,,PR37321,,PSB Rc ? /PJ21,,MATATAG 2/AR32-4-5-2,,
,,PR37322,,WAB176-8-HB/ MATATAG 6,,IRBB 21,,
,,PR37323,,WAB176-8-HB/AR32-19-3-3,,PR33217-1-CB,,
JICA,,PR37324,,WAB-176-8-HB/PSB Rc112,,PR33217-1-CB,,
,,PR37325,,IR65907-116-1-BIR67964-1-3-2,,AR32-19-3-3,,
,,PR37326,,IR65907-116-1-B/KANTO PL 11,,AR32-19-3-3,,
,,PR37327,,IR65907-116-1-B,,PR33217-1-CB,,
,,PR37328,,IR65907-116-1-B,,MATATAG 4,,
,,PR37329,,PSC 23-3,,PR30253WH-3E-C2-2-2-2,,
,,PR37330,,JASMINE,,PR30253WH-3E-C2-2-2-2,,
,,PR37331,,PSB Rc68,,AR32-4-5-2,,
,,PR37332,,OGNA TINAWEN QUQNAH,,CR153,,
,,PR37333,,PR30024-3B,,PSB Rc18,,
,,PR37334,,BANGON,,AR32-19-3-3,,
,,PR37335,,BANGON,,PR33212-1,,
,,PR37336,,KABOONG,,,,
,,PR37337,,PR36824-1,,AR32-19-3-3,,
,,PR37338,,PR36824-22,,PSB Rc14,,
,,PR37339,,IR68144,,DAMA,,
,,PR37340,,IR67406-49-2-3-1-3-3,,CHERRY BLOSSOM,,
,,PR37341,,IR841-85,,PR29163-R2-2-1,,
,,PR37342,,PR26645-B-6-7,,PURPLE RICE,,
,,PR37343,,CHERRY BLOSSOM,,PR29163-R2-2-1,,
,,PR37344,,PR29207-11-4-2,,PALAWAN,,
,,PR37345,,PR29207-11-4-2,,AZUCENA,,
,,PR37346,,PR29207-11-4-2,,MILFOR,,
,,PR37347,,DINORADO,,IR73002-146-2-3-3,,
,,PR37348,,KDML 105,,ZHANGYU 87,,
,,PR37349,,PR29163-R2-2-1,,IR77000-61-1-2-3,,
,,PR37350,,PR27938-B-5,,ANGELICA,,
,,PR37351,,PR31561-AR32-19-3-3/PR32220-16-1-B-1-2,,PR31349-51-4///IR73885,,
,,PR37352,,PR31561-AR32-19-3-3/PR32220-16-1-B-1-2,,PR32443-1-3-3-1///IR73885,,
,,PR37353,,PR32113-8-1-2//IR72967-12-2-3/PR31561-AR32-19-3-3,,PR31349-51-4////PR31070-4-1-1-2/,,
,,PR37354,,PR32113-8-1-2//IR72967-12-2-3/PR31561-AR32-19-3-3,,PR31349-51-4////PR31952-12-B-B/ASD-1,,
,,PR37355,,PR31952-3-B-B/ ASD-1,,PJ22,,
,,PR37356,,PR31952-3-B-B/ ASD-1,,NSIC Rc136,,
,,PR37357,,PR31952-3-B-B/ ASD-1,,PR30253WH-3E-C2-3-3,,
,,PR37358,,PR31952-3-B-B/PR31940-1-B-B-2,,PR31952-3-B-B/PR31940-1-B-B-2,,
,,PR37359,,PR31952-12-B-B/PR31940-1-B-B-2,,PR31952-3-B-B/IR70030-1-1-2-3-3,,
,,PR37360,,PR31952-12-B-B/PR31940-1-B-B-2,,PR32443-1-3-3-1/DL 315-PR1,,
,,PR37361,,PR31952-12-B-B/ASD-1,,PR32443-1-3-3-1/PR28351-PJ24-2B-2-3-3-2,,
,,PR37362,,PR31952-12-B-B/ASD-1,,NPT 04WS/ASD-1,,
,,PR37363,,PR31952-12-B-B/ASD-1,,PJ 22,,
,,PR37364,,PR31952-12-B-B/ASD-1,,NSIC Rc136,,
,,PR37365,,PR31952-12-B-B/ASD-1,,PJ 21,,
,,PR37366,,PR31952-12-B-B/PR32443-1-3-3-1,,PR30253WH-3E-C2-3-3,,
,,PR37367,,IR71606-2-1-1-1-3-3-1-2,,IRBB21,,
,,PR37368,,IR71606-2-1-1-1-3-3-1-2,,IR70030-1-1-2-3-3,,
,,PR37369,,IR71606-2-1-1-1-3-3-1-2,,C6634WH-1-1-1-1-1-3,,
,,PR37370,,IR71606-2-1-1-1-3-3-1-2,,PR30253WH-3E-C2-3-3,,
,,PR37371,,IR71606-2-1-1-1-3-3-1-2,,C6897-WH-17-1-2-1,,
,,PR37372,,IR71606-2-1-1-1-3-3-1-2,,IR70030-1-1-2-3-3,,
,,PR37373,,IR71606-2-1-1-1-3-3-1-2,,C6634WH-1-1-1-1-1-3,,
